"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"4661","SN 2008ch","20:38:54.521","-05:38:12.41","SN II","","MCG -01-52-16   ","","","","","","","","","0","1","","18.1","","2008-05-11 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1372; PositionRef=CBET 1372; Orig Type=II   ]",""
"4662","SN 2008ci","23:56:46.020","-02:38:18.60","SN II","","MCG -01-1-5     ","","","","","","","","","0","1","","17.1","","2008-05-09 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 1369; PositionRef=CBET 1369; Orig Type=II   ]",""
"4663","SN 2008cj","12:31:50.710","+14:01:13.58","SN Ia","","Anon.           ","","","","","","","","","0","1","","21.3","","2008-05-10 00:00:00.000","","[Discoverer=Kasliwal et al.; DiscoveryRef=CBET 1375; PositionRef=CBET 1375; Orig Type=Ia   ]",""
"4664","SN 2008ck","15:22:42.300","+30:22:08.00","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.3","","2008-04-27 00:00:00.000","","[Discoverer=Mahabal et al.; DiscoveryRef=CBET 1377; PositionRef=CBET 1377; Orig Type=Ia   ]",""
"4665","SN 2008cl","16:11:04.351","+52:27:07.99","SN Ia","","UGC 10261       ","","","","","","","","","0","1","","17.7","","2008-05-16 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1378; PositionRef=CBET 1378; Orig Type=Ia   ]",""
"4666","SN 2008cm","07:16:38.750","-62:18:52.88","SN Ia","","NGC 2369        ","","","","","","","","","0","1","","16.4","","2008-05-24 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 1384; PositionRef=CBET 1384; Orig Type=Ia   ]",""
"4667","SN 2008cn","12:40:55.661","-40:58:12.11","SN II","","NGC 4603        ","","","","","","","","","0","1","","15.3","","2008-05-21 00:00:00.000","","[Discoverer=Martin; DiscoveryRef=CBET 1385; PositionRef=CBET 1385; Orig Type=II   ]",""
"4668"," 2008co","09:55:08.969","-33:08:05.71","","","IC 2522         ","","","","","","","","","0","1","","17.1","","2008-05-26 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 1386; PositionRef=CBET 1386; Orig Type=Unknown]",""
"4669","SN 2008cp","09:42:22.889","-03:45:10.12","SN Ia","","Anon.           ","","","","","","","","","0","1","","17.7","","2008-05-24 00:00:00.000","","[Discoverer=Pignata et al.; DiscoveryRef=CBET 1387; PositionRef=CBET 1387; Orig Type=Ia   ]",""
"4670","SN 2008cq","14:21:09.610","-29:15:04.90","SN Ia","","Anon.           ","","","","","","","","","0","1","","14.4","","2008-05-29 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 1388; PositionRef=CBET 1388; Orig Type=Ia   ]",""
"4671","SN 2008cr","11:43:34.440","+46:22:03.61","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.5","","2008-04-02 00:00:00.000","","[Discoverer=Sand et al.; DiscoveryRef=CBET 1389; PositionRef=CBET 1389; Orig Type=Ia   ]",""
"4672"," 2008cs","17:16:35.849","-10:20:43.01","","","IRAS 17138-1017 ","","","","","","","","","0","1","","17","","2008-04-21 00:00:00.000","","[Discoverer=Kankare, Mattila et al.; DiscoveryRef=CBET 1390; PositionRef=CBET 1390; Orig Type=Unknown]",""
"4673","SN 2008ct","22:02:24.480","+18:19:21.40","SN Ia","","UGC 11878       ","","","","","","","","","0","1","","19.1","","2008-05-31 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1394; PositionRef=CBET 1394; Orig Type=Ia?  ]",""
"4674","SN 2008cu","19:14:16.961","+53:43:50.48","SN IIn","","UGC 11419       ","","","","","","","","","0","1","","18.7","","2008-06-01 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1394; PositionRef=CBET 1394; Orig Type=IIn  ]",""
"4675","SN 2008cv","21:04:55.310","-21:43:49.51","SN Ia","","Anon.           ","","","","","","","","","0","1","","17","","2008-06-02 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1394; PositionRef=CBET 1394; Orig Type=Ia   ]",""
"4676","SN 2008cw","16:32:38.270","+41:27:33.19","SN IIb","","Anon.           ","","","","","","","","","0","1","","18.5","","2008-06-01 00:00:00.000","","[Discoverer=Yuan et al. (ROTSE); DiscoveryRef=CBET 1395; PositionRef=CBET 1395; Orig Type=IIb  ]",""
"4677","SN 2008cx","00:56:45.900","-09:54:19.01","SN IIb","","NGC 309         ","","","","","","","","","0","1","","17.7","","2008-06-05 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 1399; PositionRef=CBET 1399; Orig Type=IIb  ]",""
"4678","SN 2008cy","15:16:52.099","-13:25:14.02","SN II","","Anon.           ","","","","","","","","","0","1","","17.2","","2008-06-06 00:00:00.000","","[Discoverer=Puckett, Gagliano; Pignata et al.; DiscoveryRef=CBET 1400; PositionRef=CBET 1400; Orig Type=II   ]",""
"4679","SN 2008cz","11:23:10.901","+34:12:51.01","SN Ia","","Anon.           ","","","","","","","","","0","1","","18.1","","2008-06-09 00:00:00.000","","[Discoverer=Drake et al. (Catalina Sky Survey); DiscoveryRef=CBET 1402; PositionRef=CBET 1402; Orig Type=Ia   ]",""
"4680","SN 2008D","09:09:30.650","+33:08:20.29","SN Ib","","NGC 2770        ","","","","","","","","","0","1","","17.5","","2008-01-11 00:00:00.000","","[Discoverer=Swift/XRT satellite; DiscoveryRef=CBET 1202; PositionRef=CBET 1202; Orig Type=Ib   ]",""
"4681","SN 2008da","20:00:57.410","-47:04:02.71","SN II","","NGC 6845        ","","","","","","","","","0","1","","17.3","","2008-06-07 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 1406; PositionRef=CBET 1406; Orig Type=II   ]",""
"4682","SN 2008db","00:14:39.360","-07:19:23.48","SN Ia","","NGC 50          ","","","","","","","","","0","1","","14.5","","2008-06-13 00:00:00.000","","[Discoverer=Pignata et al. (CHASE); DiscoveryRef=CBET 1407; PositionRef=CBET 1407; Orig Type=Ia   ]",""
"4683","SN 2008dc","16:47:29.450","+09:18:25.81","SN Ib/c","","Anon.           ","","","","","","","","","0","1","","18.1","","2008-04-06 00:00:00.000","","[Discoverer=Drake et al.; DiscoveryRef=CBET 1409; PositionRef=CBET 1409; Orig Type=Ib/c ]",""
"4684"," 2008dd","17:04:03.600","+21:35:42.00","","","Anon.           ","","","","","","","","","0","1","","17.7","","2008-04-09 00:00:00.000","","[Discoverer=Drake et al.; DiscoveryRef=CBET 1409; PositionRef=CBET 1409; Orig Type=Unknown]",""
"4685","SN 2008de","15:55:24.970","-09:41:47.11","SN II","","Anon.           ","","","","","","","","","0","1","","16.7","","2008-04-17 00:00:00.000","","[Discoverer=Drake et al.; DiscoveryRef=CBET 1409; PositionRef=CBET 1409; Orig Type=II   ]",""
"4686"," 2008df","16:06:25.061","+10:05:21.41","","","Anon.           ","","","","","","","","","0","1","","19.2","","2008-05-05 00:00:00.000","","[Discoverer=Drake et al.; DiscoveryRef=CBET 1409; PositionRef=CBET 1409; Orig Type=Unknown]",""
"4687"," 2008dg","12:58:50.551","+24:22:57.40","","","Anon.           ","","","","","","","","","0","1","","18.5","","2008-06-08 00:00:00.000","","[Discoverer=Drake et al.; DiscoveryRef=CBET 1409; PositionRef=CBET 1409; Orig Type=Unknown]",""
"4688","SN 2008dh","00:35:11.321","+23:15:15.08","SN Ia","","Anon.           ","","","","","","","","","0","1","","16.6","","2008-06-08 00:00:00.000","","[Discoverer=Drake et al.; DiscoveryRef=CBET 1409; PositionRef=CBET 1409; Orig Type=Ia   ]",""
"4689","SN 2008di","12:16:41.530","+41:02:11.18","SN IIP","","Anon.           ","","","","","","","","","0","1","","17.7","","2008-06-11 00:00:00.000","","[Discoverer=Drake et al.; DiscoveryRef=CBET 1409; PositionRef=CBET 1409; Orig Type=IIP  ]",""
"4690","SN 2008dj","15:19:40.740","+06:16:53.00","SN IIP","","Anon.           ","","","","","","","","","0","1","","21.8","","2008-05-03 00:00:00.000","","[Discoverer=Sand et al.; DiscoveryRef=CBET 1410; PositionRef=CBET 1410; Orig Type=IIP  ]",""
"4691","SN 2008dk","14:56:13.330","+18:51:14.11","SN Ia","","Anon.           ","","","","","","","","","0","1","","19.6","","2008-05-07 00:00:00.000","","[Discoverer=Sand et al.; DiscoveryRef=CBET 1410; PositionRef=CBET 1410; Orig Type=Ia   ]",""
"4692","SN 2008dl","15:19:30.370","+48:53:56.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","22.2","","2008-05-14 00:00:00.000","","[Discoverer=Sand et al.; DiscoveryRef=CBET 1410; PositionRef=CBET 1410; Orig Type=Ia   ]",""
"4693","SN 2008dm","11:43:23.160","+46:04:58.80","SN Ia","","Anon.           ","","","","","","","","","0","1","","20.6","","2008-06-03 00:00:00.000","","[Discoverer=Sand et al.; DiscoveryRef=CBET 1410; PositionRef=CBET 1410; Orig Type=Ia   ]",""
"4694","SN 2008dn","22:11:41.950","+46:18:38.81","SN IIP","","UGC 11946       ","","","","","","","","","0","1","","19.2","","2008-06-19 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1413; PositionRef=CBET 1413; Orig Type=IIP  ]",""
"4695","SN 2008do","13:05:13.481","+31:59:35.41","SN II","","UGC 8179        ","","","","","","","","","0","1","","18.4","","2008-06-20 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1413; PositionRef=CBET 1413; Orig Type=II   ]",""
"4696"," 2008dp","11:49:48.859","-38:47:02.11","","","ESO 320-26      ","","","","","","","","","0","1","","17.3","","2008-06-25 00:00:00.000","","[Discoverer=Monard; DiscoveryRef=CBET 1416; PositionRef=CBET 1416; Orig Type=Unknown]",""
"4697","SN 2008dq","16:06:03.110","+55:25:37.42","SN Ic","","UGC 10214       ","","","","","","","","","0","1","","18.3","","2008-06-25 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1417; PositionRef=CBET 1417; Orig Type=Ic   ]",""
"4698","SN 2008dr","22:10:51.670","+02:06:29.59","SN Ia","","NGC 7222        ","","","","","","","","","0","1","","16.8","","2008-06-28 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1419; PositionRef=CBET 1419; Orig Type=Ia   ]",""
"4699","SN 2008ds","00:29:50.830","+31:23:33.90","SN Ia-pec","","UGC 299         ","","","","","","","","","0","1","","15.5","","2008-06-28 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1419; PositionRef=CBET 1419; Orig Type=Ia-p ]",""
"4700","SN 2008dt","16:56:30.559","+27:58:33.20","SN Ia","","NGC 6261        ","","","","","","","","","0","1","","17.2","","2008-06-30 00:00:00.000","","[Discoverer=LOSS; DiscoveryRef=CBET 1423; PositionRef=CBET 1423; Orig Type=Ia   ]",""
