"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"361"," 1969M","03:29:49.000","+40:01:15.00","","","Anon.           ","","","","","","","","","0","1","","17.5","","1969-12-07 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 82, 736; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"362"," 1969N","01:30:20.600","-00:56:36.00","","","Anon.           ","","","","","","","","","0","1","","16","","1969-12-10 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 82, 736; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"363"," 1969O","01:06:22.200","+03:08:55.00","","","Anon.           ","","","","","","","","","0","1","","18.2","","1969-09-16 00:00:00.000","","[Discoverer=van den Bergh; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"364"," 1969P","20:34:51.300","+60:06:15.00","","","NGC 6946        ","","","","","","","","","0","1","","13.9","","1969-12-11 00:00:00.000","","[Discoverer=Rosino; DiscoveryRef=IAUC 2305; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"365"," 1969Q","12:29:46.500","+07:59:58.00","","","NGC 4472        ","","","","","","","","","0","1","","13","","","","[Discoverer=; DiscoveryRef=IAUC 2153; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"366","SN 1970A","12:32:41.000","+14:02:31.00","SN II","","IC 3476         ","","","","","","","","","0","1","","14","","1970-02-15 00:00:00.000","","[Discoverer=Grizunova; DiscoveryRef=IAUC 2214; PositionRef=; Orig Type=II:  ]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"367"," 1970B","10:57:02.400","+14:05:04.00","","","Anon.           ","","","","","","","","","0","1","","15","","1970-03-07 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=IAUC 2226; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"368"," 1970C","13:00:34.900","-06:26:40.00","","","MCG -1-33-68","","","","","","","","","0","1","","16","","1970-03-10 00:00:00.000","","[Discoverer=Wild; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"369"," 1970D","10:37:50.700","+10:45:36.00","","","CGCG 65-73","","","","","","","","","0","1","","17","","1970-04-07 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 83, 307; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"370"," 1970E","12:04:02.900","+51:55:13.00","","","Anon.           ","","","","","","","","","0","1","","18.5","","1970-05-31 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 83, 307; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"371"," 1970F","11:50:44.300","+53:03:24.00","","","Anon.           ","","","","","","","","","0","1","","19","","1970-05-31 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 83, 307; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"372","SN 1970G","14:03:00.830","+54:14:32.78","SN II","","NGC 5457        ","","","","","","","","","0","1","","11.5","","1970-07-30 00:00:00.000","","[Discoverer=Lovas; DiscoveryRef=IAUC 2269; PositionRef=AJ 111, 2017; Orig Type=II   ]",""
"373"," 1970H","22:22:24.500","+36:01:26.00","","","UGC 12005       ","","","","","","","","","0","1","","17","","1970-08-29 00:00:00.000","","[Discoverer=Priser; DiscoveryRef=IAUC 2275; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"374"," 1970I","23:17:37.600","+06:00:19.00","","","MASX J23174063+0600073","0.0445","","","","","","","","0","1","","18","","1970-09-04 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 83, 307; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"375","SN 1970J","23:20:12.800","+08:11:56.00","SN I","","NGC 7619        ","","","","","","","","","0","1","","14.5","","1970-09-24 00:00:00.000","","[Discoverer=Rosino; DiscoveryRef=IAUC 2279; PositionRef=; Orig Type=I    ]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"376"," 1970K","02:42:35.600","+36:32:37.00","","","MCG +6-6-77","","","","","","","","","0","1","","18.5","","1970-10-06 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 83, 307; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"377"," 1970L","09:43:20.700","+31:57:06.00","","","NGC 2968        ","","","","","","","","","0","1","","13","","1970-10-31 00:00:00.000","","[Discoverer=Wild; DiscoveryRef=IAUC 2287; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"378"," 1970M","10:48:15.800","+14:03:09.00","","","Anon.           ","","","","","","","","","0","1","","16.5","","1970-11-26 00:00:00.000","","[Discoverer=Lovas; DiscoveryRef=IAUC 2290; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"379"," 1970N","01:04:19.100","-35:06:56.00","","","NGC 365","","","","","","","","","0","1","","18.8","","1970-08-03 00:00:00.000","","[Discoverer=van Agt; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"380"," 1970O","12:26:23.200","+27:44:51.00","","","IC 3341","","","","","","","","","0","1","","13.7","","1970-02-02 00:00:00.000","","[Discoverer=Romano; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"381"," 1970P","13:35:31.100","+13:39:55.00","","","NGC 5230        ","","","","","","","","","0","1","","17.2","","1970-06-04 00:00:00.000","","[Discoverer=Mnatskanian; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"382"," 1971A","11:18:17.800","+28:16:23.00","","","UGC 6322        ","","","","","","","","","0","1","","16.5","","1971-01-31 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=IAUC 2306; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"383"," 1971B","11:52:34.400","+49:07:59.00","","","Anon.           ","","","","","","","","","0","1","","17.5","","1971-01-31 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 84, 844; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"384"," 1971C","11:49:00.400","-29:17:35.00","","","NGC 3904        ","","","","","","","","","0","1","","15.3","","1971-01-31 00:00:00.000","","[Discoverer=Jolly; DiscoveryRef=IAUC 2305; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"385"," 1971D","15:09:18.700","-11:19:22.00","","","NGC 5861        ","","","","","","","","","0","1","","15.5","","1971-02-24 00:00:00.000","","[Discoverer=Jolly, Dunlap; DiscoveryRef=IAUC 2309; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"386"," 1971E","15:25:14.500","+26:22:22.00","","","Anon.           ","","","","","","","","","0","1","","17.5","","1971-03-22 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 84, 844; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"387"," 1971F","14:13:52.300","-32:36:24.00","","","Anon.           ","","","","","","","","","0","1","","17.3","","1971-03-23 00:00:00.000","","[Discoverer=Zwicky; DiscoveryRef=IAUC 2321; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"388","SN 1971G","12:12:12.200","+13:14:22.00","SN Ia","","NGC 4165        ","","","","","","","","","0","1","","13.6","","1971-03-29 00:00:00.000","","[Discoverer=Rosino; DiscoveryRef=IAUC 2321; PositionRef=; Orig Type=Ia   ]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"389"," 1971H","11:20:52.900","+28:17:03.00","","","Anon.           ","","","","","","","","","0","1","","18","","1971-04-18 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 84, 844; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"390"," 1971I","13:15:49.600","+41:59:32.00","","","NGC 5055        ","","","","","","","","","0","1","","11.5","","1971-05-24 00:00:00.000","","[Discoverer=Jolly, Clark; DiscoveryRef=IAUC 2330; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"391"," 1971J","12:06:03.400","+13:49:19.00","","","Anon.           ","","","","","","","","","0","1","","18","","1971-05-24 00:00:00.000","","[Discoverer=Kowal; DiscoveryRef=PASP 84, 844; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"392"," 1971K","11:41:13.200","+47:41:17.00","","","NGC 3811        ","","","","","","","","","0","1","","16.1","","1971-06-12 00:00:00.000","","[Discoverer=Kulikovskij; DiscoveryRef=IAUC 2335; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"393","SN 1971L","17:32:26.100","+07:04:02.00","SN I","","NGC 6384        ","","","","","","","","","0","1","","12.8","","1971-06-24 00:00:00.000","","[Discoverer=Logan; DiscoveryRef=IAUC 2336; PositionRef=; Orig Type=I    ]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"394"," 1971M","16:58:45.600","+66:11:29.00","","","Anon.           ","","","","","","","","","0","1","","19","","1971-08-18 00:00:00.000","","[Discoverer=Kirshner; DiscoveryRef=IAUC 2352; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"395"," 1971N","00:12:17.100","+28:38:46.00","","","KUG 0009+283","","","","","","","","","0","1","","17","","1971-08-20 00:00:00.000","","[Discoverer=Kirshner; DiscoveryRef=IAUC 2353; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"396"," 1971O","23:28:25.000","+18:27:30.00","","","KUG 2325+181","","","","","","","","","0","1","","16.8","","1971-08-30 00:00:00.000","","[Discoverer=Kormendy; DiscoveryRef=IAUC 2356; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"397"," 1971P","22:36:05.800","+33:58:16.00","","","NGC 7319        ","","","","","","","","","0","1","","16.8","","1971-08-19 00:00:00.000","","[Discoverer=Rosino; DiscoveryRef=IAUC 2355; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"398"," 1971Q","01:10:39.200","+31:34:00.00","","","Anon.           ","","","","","","","","","0","1","","18.5","","1971-08-29 00:00:00.000","","[Discoverer=Kormendy; DiscoveryRef=; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"399"," 1971R","18:58:21.400","-62:07:17.00","","","IC 4798         ","","","","","","","","","0","1","","13","","1971-10-01 00:00:00.000","","[Discoverer=Fairall; DiscoveryRef=IAUC 2359; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"400"," 1971S","01:22:12.700","+00:57:24.00","","","NGC 493         ","","","","","","","","","0","1","","15.5","","1971-11-15 00:00:00.000","","[Discoverer=Pigatto; DiscoveryRef=IAUC 2371; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
