"ID","Name","RA","DEC","Obj. Type","Redshift","Host Name","Host Redshift","Reporting Group/s","Discovery Data Source/s","Classifying Group/s","Associated Group/s","Disc. Internal Name","Disc. Instrument/s","Class. Instrument/s","TNS AT","Public","End Prop. Period","Discovery Mag/Flux","Discovery Filter","Discovery Date (UT)","Sender","Remarks","Ext. catalog/s"
"286"," 1965G","12:11:54.000","+24:06:56.00","","","NGC 4162        ","","","","","","","","","0","1","","14","","1965-03-23 00:00:00.000","","[Discoverer=Haro, Hoffmeister; DiscoveryRef=IAUC 1904; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"287"," 1965H","12:45:07.100","-00:28:05.00","","","NGC 4666        ","","","","","","","","","0","1","","14","","1965-05-23 00:00:00.000","","[Discoverer=Chavira; DiscoveryRef=IAUC 1908; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"288"," 1965I","12:52:15.400","-01:10:52.00","","","NGC 4753        ","","","","","","","","","0","1","","13.5","","1965-06-18 00:00:00.000","","[Discoverer=Rosino; DiscoveryRef=IAUC 1912; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"289"," 1965J","03:21:04.579","-37:06:14.69","","","NGC 1310        ","","","","","","","","","0","1","","18","","1965-08-31 00:00:00.000","","[Discoverer=Reaves; DiscoveryRef=PASP 78, 471; PositionRef=PASP 105, 1250; Orig Type=Unknown]",""
"290"," 1965K","02:29:20.800","+31:28:13.00","","","UGC 1963        ","","","","","","","","","0","1","","16","","1965-09-21 00:00:00.000","","[Discoverer=Hoffmeister; DiscoveryRef=IAUC 1931; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"291"," 1965L","11:20:58.400","+53:11:14.00","","","NGC 3631        ","","","","","","","","","0","1","","16","","1965-09-29 00:00:00.000","","[Discoverer=Wild; DiscoveryRef=IAUC 1930; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"292"," 1965M","23:19:02.900","-08:28:21.00","","","NGC 7606        ","","","","","","","","","0","1","","16","","1965-10-04 00:00:00.000","","[Discoverer=Wild; DiscoveryRef=IAUC 1934; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"293"," 1965N","09:59:41.710","+35:23:43.69","","","NGC 3074        ","","","","","","","","","0","1","","15.8","","1965-12-21 00:00:00.000","","[Discoverer=Rudnicki; DiscoveryRef=PASP 78, 471; PositionRef=PASP 105, 1250; Orig Type=Unknown]",""
"294"," 1965O","12:02:20.000","+49:55:35.00","","","Anon.           ","","","","","","","","","0","1","","0","","","","[Discoverer=Lovas; DiscoveryRef=IAUC 1887; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"295"," 1965P","08:32:12.100","+22:33:34.00","","","NGC 2599        ","","","","","","","","","0","1","","15.7","","1965-03-06 00:00:00.000","","[Discoverer=Gates; DiscoveryRef=PASP 81, 224; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"296"," 1966A","09:14:57.600","+46:54:22.00","","","UGC 4870        ","","","","","","","","","0","1","","15.5","","1966-01-18 00:00:00.000","","[Discoverer=Rosino; DiscoveryRef=IAUC 1949; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"297"," 1966B","12:47:44.800","+04:19:36.00","","","NGC 4688        ","","","","","","","","","0","1","","15","","1966-02-12 00:00:00.000","","[Discoverer=Yakimov; DiscoveryRef=IAUC 1950; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"298"," 1966C","16:29:11.200","+40:59:34.00","","","GIN 578","","","","","","","","","0","1","","16.8","","1966-01-21 00:00:00.000","","[Discoverer=Rudnicki; DiscoveryRef=PASP 79, 456; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"299"," 1966D","11:36:11.600","+20:31:16.00","","","Anon.           ","","","","","","","","","0","1","","19.5","","1966-06-10 00:00:00.000","","[Discoverer=Rudnicki; DiscoveryRef=PASP 79, 456; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
"300"," 1966E","12:13:45.900","+13:24:55.00","","","NGC 4189        ","","","","","","","","","0","1","","14.8","","1966-07-12 00:00:00.000","","[Discoverer=Wild; DiscoveryRef=IAUC 1960; PositionRef=; Orig Type=Unknown]  RA,DEC set on 2019-09-18 according to the data on http://www.rochesterastronomy.org",""
